================ Training Loss (Wed Apr 19 15:53:17 2023) ================
================ Training Loss (Wed Apr 19 16:29:47 2023) ================
================ Training Loss (Wed Apr 19 16:32:19 2023) ================
================ Training Loss (Wed Apr 19 16:33:57 2023) ================
================ Training Loss (Wed Apr 19 16:51:09 2023) ================
================ Training Loss (Wed Apr 19 16:52:16 2023) ================
================ Training Loss (Wed Apr 19 16:53:11 2023) ================
(epoch: 1, iters: 80, time: 0.084, data: 0.060) loss: 1.019 
================ Training Loss (Wed Apr 19 16:54:11 2023) ================
(epoch: 1, iters: 80, time: 0.083, data: 0.067) loss: 1.021 
================ Training Loss (Wed Apr 19 16:55:44 2023) ================
================ Training Loss (Wed Apr 19 16:56:16 2023) ================
================ Training Loss (Wed Apr 19 16:56:47 2023) ================
================ Training Loss (Wed Apr 19 16:57:03 2023) ================
(epoch: 1, iters: 80, time: 0.085, data: 0.070) loss: 1.077 
(epoch: 1, iters: 160, time: 0.083, data: 0.001) loss: 1.032 
================ Training Loss (Wed Apr 19 16:59:09 2023) ================
(epoch: 1, iters: 80, time: 0.082, data: 0.070) loss: 1.168 
================ Training Loss (Wed Apr 19 17:00:04 2023) ================
(epoch: 1, iters: 80, time: 0.086, data: 0.107) loss: 0.691 
(epoch: 1, iters: 160, time: 0.087, data: 0.001) loss: 0.681 
(epoch: 2, iters: 48, time: 0.089, data: 0.000) loss: 0.566 
(epoch: 2, iters: 128, time: 0.086, data: 0.001) loss: 0.552 
(epoch: 3, iters: 16, time: 0.097, data: 0.001) loss: 0.484 
(epoch: 3, iters: 96, time: 0.090, data: 0.001) loss: 0.571 
(epoch: 3, iters: 176, time: 0.086, data: 0.001) loss: 0.297 
(epoch: 4, iters: 64, time: 0.087, data: 0.000) loss: 0.405 
(epoch: 4, iters: 144, time: 0.086, data: 0.001) loss: 0.191 
(epoch: 5, iters: 32, time: 0.093, data: 0.001) loss: 0.694 
(epoch: 5, iters: 112, time: 0.089, data: 0.000) loss: 0.134 
(epoch: 5, iters: 192, time: 0.016, data: 0.002) loss: 0.110 
(epoch: 6, iters: 80, time: 0.087, data: 0.079) loss: 0.093 
(epoch: 6, iters: 160, time: 0.086, data: 0.002) loss: 0.067 
(epoch: 7, iters: 48, time: 0.086, data: 0.000) loss: 0.061 
(epoch: 7, iters: 128, time: 0.087, data: 0.001) loss: 0.056 
(epoch: 8, iters: 16, time: 0.098, data: 0.000) loss: 0.046 
(epoch: 8, iters: 96, time: 0.087, data: 0.000) loss: 0.038 
(epoch: 8, iters: 176, time: 0.088, data: 0.001) loss: 0.192 
(epoch: 9, iters: 64, time: 0.088, data: 0.000) loss: 0.035 
(epoch: 9, iters: 144, time: 0.086, data: 0.000) loss: 0.023 
(epoch: 10, iters: 32, time: 0.090, data: 0.001) loss: 0.031 
(epoch: 10, iters: 112, time: 0.086, data: 0.000) loss: 0.019 
(epoch: 10, iters: 192, time: 0.016, data: 0.000) loss: 0.016 
(epoch: 11, iters: 80, time: 0.086, data: 0.063) loss: 0.013 
(epoch: 11, iters: 160, time: 0.086, data: 0.000) loss: 0.043 
(epoch: 12, iters: 48, time: 0.087, data: 0.001) loss: 0.020 
(epoch: 12, iters: 128, time: 0.087, data: 0.001) loss: 0.057 
(epoch: 13, iters: 16, time: 0.098, data: 0.000) loss: 0.007 
(epoch: 13, iters: 96, time: 0.086, data: 0.001) loss: 0.009 
(epoch: 13, iters: 176, time: 0.087, data: 0.001) loss: 0.037 
(epoch: 14, iters: 64, time: 0.087, data: 0.000) loss: 0.036 
(epoch: 14, iters: 144, time: 0.085, data: 0.001) loss: 0.069 
(epoch: 15, iters: 32, time: 0.090, data: 0.001) loss: 0.005 
(epoch: 15, iters: 112, time: 0.085, data: 0.000) loss: 0.006 
(epoch: 15, iters: 192, time: 0.016, data: 0.000) loss: 0.004 
(epoch: 16, iters: 80, time: 0.086, data: 0.078) loss: 0.004 
(epoch: 16, iters: 160, time: 0.087, data: 0.001) loss: 0.029 
(epoch: 17, iters: 48, time: 0.086, data: 0.000) loss: 0.009 
(epoch: 17, iters: 128, time: 0.085, data: 0.001) loss: 0.004 
(epoch: 18, iters: 16, time: 0.098, data: 0.001) loss: 0.005 
(epoch: 18, iters: 96, time: 0.086, data: 0.000) loss: 0.262 
(epoch: 18, iters: 176, time: 0.087, data: 0.001) loss: 0.089 
(epoch: 19, iters: 64, time: 0.087, data: 0.000) loss: 0.075 
(epoch: 19, iters: 144, time: 0.086, data: 0.001) loss: 0.034 
(epoch: 20, iters: 32, time: 0.088, data: 0.001) loss: 0.002 
(epoch: 20, iters: 112, time: 0.086, data: 0.001) loss: 0.003 
(epoch: 20, iters: 192, time: 0.016, data: 0.001) loss: 0.003 
(epoch: 21, iters: 80, time: 0.085, data: 0.119) loss: 0.003 
(epoch: 21, iters: 160, time: 0.088, data: 0.000) loss: 0.045 
(epoch: 22, iters: 48, time: 0.087, data: 0.000) loss: 0.024 
(epoch: 22, iters: 128, time: 0.085, data: 0.001) loss: 0.002 
(epoch: 23, iters: 16, time: 0.098, data: 0.000) loss: 0.023 
(epoch: 23, iters: 96, time: 0.086, data: 0.000) loss: 0.006 
(epoch: 23, iters: 176, time: 0.088, data: 0.001) loss: 0.002 
(epoch: 24, iters: 64, time: 0.092, data: 0.000) loss: 0.019 
(epoch: 24, iters: 144, time: 0.085, data: 0.000) loss: 0.002 
(epoch: 25, iters: 32, time: 0.089, data: 0.001) loss: 0.002 
(epoch: 25, iters: 112, time: 0.085, data: 0.000) loss: 0.001 
(epoch: 25, iters: 192, time: 0.016, data: 0.001) loss: 0.001 
(epoch: 26, iters: 80, time: 0.086, data: 0.115) loss: 0.001 
(epoch: 26, iters: 160, time: 0.085, data: 0.001) loss: 0.001 
(epoch: 27, iters: 48, time: 0.085, data: 0.000) loss: 0.001 
(epoch: 27, iters: 128, time: 0.085, data: 0.000) loss: 0.001 
(epoch: 28, iters: 16, time: 0.097, data: 0.000) loss: 0.001 
(epoch: 28, iters: 96, time: 0.086, data: 0.002) loss: 0.012 
(epoch: 28, iters: 176, time: 0.085, data: 0.001) loss: 0.001 
(epoch: 29, iters: 64, time: 0.087, data: 0.000) loss: 0.011 
(epoch: 29, iters: 144, time: 0.087, data: 0.001) loss: 0.001 
(epoch: 30, iters: 32, time: 0.090, data: 0.001) loss: 0.010 
(epoch: 30, iters: 112, time: 0.086, data: 0.000) loss: 0.010 
(epoch: 30, iters: 192, time: 0.016, data: 0.001) loss: 0.001 
(epoch: 31, iters: 80, time: 0.087, data: 0.126) loss: 0.001 
(epoch: 31, iters: 160, time: 0.085, data: 0.000) loss: 0.001 
(epoch: 32, iters: 48, time: 0.087, data: 0.001) loss: 0.001 
(epoch: 32, iters: 128, time: 0.087, data: 0.001) loss: 0.001 
(epoch: 33, iters: 16, time: 0.097, data: 0.001) loss: 0.001 
(epoch: 33, iters: 96, time: 0.087, data: 0.000) loss: 0.001 
(epoch: 33, iters: 176, time: 0.086, data: 0.001) loss: 0.001 
(epoch: 34, iters: 64, time: 0.086, data: 0.000) loss: 0.001 
(epoch: 34, iters: 144, time: 0.086, data: 0.002) loss: 0.001 
(epoch: 35, iters: 32, time: 0.090, data: 0.000) loss: 0.006 
(epoch: 35, iters: 112, time: 0.085, data: 0.000) loss: 0.001 
(epoch: 35, iters: 192, time: 0.017, data: 0.001) loss: 0.001 
(epoch: 36, iters: 80, time: 0.086, data: 0.064) loss: 0.001 
(epoch: 36, iters: 160, time: 0.087, data: 0.001) loss: 0.010 
(epoch: 37, iters: 48, time: 0.087, data: 0.001) loss: 0.001 
(epoch: 37, iters: 128, time: 0.088, data: 0.002) loss: 0.005 
(epoch: 38, iters: 16, time: 0.098, data: 0.000) loss: 0.001 
(epoch: 38, iters: 96, time: 0.086, data: 0.000) loss: 0.002 
(epoch: 38, iters: 176, time: 0.086, data: 0.001) loss: 0.001 
(epoch: 39, iters: 64, time: 0.087, data: 0.000) loss: 0.002 
(epoch: 39, iters: 144, time: 0.086, data: 0.001) loss: 0.001 
(epoch: 40, iters: 32, time: 0.090, data: 0.001) loss: 0.005 
(epoch: 40, iters: 112, time: 0.086, data: 0.000) loss: 0.001 
(epoch: 40, iters: 192, time: 0.016, data: 0.001) loss: 0.002 
(epoch: 41, iters: 80, time: 0.088, data: 0.082) loss: 0.005 
(epoch: 41, iters: 160, time: 0.085, data: 0.001) loss: 0.001 
(epoch: 42, iters: 48, time: 0.087, data: 0.001) loss: 0.001 
(epoch: 42, iters: 128, time: 0.089, data: 0.001) loss: 0.013 
(epoch: 43, iters: 16, time: 0.097, data: 0.001) loss: 0.001 
